user_id,user_followers,likes,comments,id
7088060,773,7,0,2298139704939640362
1092561462,890,19,8,2298139684126023633
28397266227,981,12,0,2298139448130367883
220863395,115854,2357,16,2298139197646325168
3202541095,222,8,0,2298138844461466844
7181307773,1772,8,1,2298138828369583352
194492406,18786,6,2,2298138708304840320
2175011,493,9,0,2298138465302332205
8128296974,5483,17,0,2298141276175854984
8128296974,5483,20,0,2298140738683994851
34221760776,27,0,0,2298141001355959071
4189538887,123,5,0,2298140737074093558
303663276,3362,102,2,2298102152371276987
7102908444,1438,191,20,2297650125467843908
30247504095,4037,51,23,2298143553725178108
1327192363,458,8,0,2298143071713596089
1511219427,1293,7,0,2298142175115862399
2909010956,863,19,3,2298141634493453638
4220338644,2165,1,0,2298141030706653651
11858830220,369,9,0,2298140824800966502
353291363,17627,5,1,2298140627726842285
34103758484,443,11,1,2298138522386787150
34103758484,443,11,0,2298137950912819913
34103758484,443,12,0,2298139778899627678
12588219564,54,19,2,2298139135485136930
1146205708,730,21,1,2298138949678221892
17617403053,64,3,0,2298138506456898278
7587549452,345,37,1,2292259728566122803
3565800016,490,0,0,2298142419097942148
392490638,206,4,0,2298141016490092124
2350861714,6732,256,4,2204761321426003270
33994602264,,1,0,2298139497001137920
1903575529,835,14,0,2298138430365588198
34565395350,8,12,0,2298138246275742283
8218998968,1093,15,0,2298138136496445126
8334795467,492,31,1,2298137569837071879
2235273259,19256,61,4,2298136029303262176
183375856,11066,130,3,2297672200450493489
3049071680,223,42,4,2293010687944142699
298762159,5420,11,1,2298143730548117582
8584393595,2188,5,0,2298143706188306826
25699021587,117,2,0,2298142500795064787
5318343734,3066,8,1,2298142123417307782
8128296974,5483,39,2,2298141456312651385
8128296974,5483,28,1,2298139794445515235
8128296974,5483,26,0,2298139279829653608
8128296974,5483,19,0,2298138527396753681
8128296974,5483,17,4,2298138158197271051
8128296974,5483,23,3,2298137795247446420
8128296974,5483,23,0,2298137498751990339
8128296974,5483,19,0,2298137191661784775
8128296974,5483,20,0,2298136857048696262
8128296974,5483,18,1,2298136624533287653
33986520350,74,10,0,2298141109098355958
33964043834,105,2,1,2298140507803275113
32701467708,23,2,0,2298122140611923717
4008759247,12057,7,0,2298061077373655483
31928336972,116,10,12,2298054364038533499
7988971435,2631,196,1,2297966767359992030
29351881665,142,9,0,2298000946028721532
285834824,361,2,0,2297982348677002728
25473662160,12,0,0,2297925924802740068
2900219283,175,8,0,2297862504661846961
6798716045,177,13,0,2297782288497061246
6798716045,177,14,1,2297779394980939023
6798716045,177,16,0,2297773213633927068
33538740215,1057,31,9,2297755303503802571
2275878665,2860,6,0,2297753838282485429
27935926101,48,4,0,2297590865144855799
32548025241,191,6,0,2297606829026715552
33768095280,15,1,0,2297587614600751132
30370465830,51,1,0,2297536820672813484
18023447600,55,19,0,2297497283125879099
604887863,313,18,2,2297496058320996875
290688451,3865,22,14,2297458351863728342
31302730800,57,1,0,2297429823197174307
7170330987,613,77,2,2297392097521416637
1531038310,248,5,0,2298138275050669145
4299481134,4811,6,1,2298137823743752313
7587549452,345,44,0,2293595536073518496
471308691,148,1,0,2298143624850119355
30497485979,27,9,2,2297919363073908449
13210327850,93,7,0,2297895809130041092
10834642078,120,22,0,2297880922112230416
10834642078,120,5,0,2297876771110253097
7145478202,549,17,4,2297819329185752230
30001120699,77,16,1,2297732542080824967
14515491565,318,23,9,2297620428889235980
7459274320,38,0,0,2297589691369107334
6113118310,58,2,0,2297489747806540162
2524210017,1856,52,0,2297413594084858637
174079951,,0,0,2298143821128586138
7900733457,66,3,0,2298139868951569943
302387258,18396,9,0,2298139593746647181
32781165430,82,5,0,2298136019932142449
32316365,1056,28,3,2298137917878649527
34180202868,89,4,0,2298137247419275214
1521430192,815,2,1,2298137150389903849
8209505319,792,7,1,2298137105779313841
33977344341,117,13,0,2297985119862673250
7600078617,252,2,0,2298143408517875410
33223244819,124,11,1,2298095819165171267
7988971435,2631,115,0,2298050556904021764
7988971435,2631,385,2,2297296609427638329
4119081907,520,112,70,2297902881474211309
5701449067,233,31,3,2297861457596859157
21884561285,1531,36,8,2297842904143455976
33230593313,431,78,19,2297729145802890677
606247811,7732,483,7,2297727024046616498
18023447600,55,21,2,2297127381156300810
14787907034,3445,321,38,2297440097423128758
5546997408,12013,299,3,2297360688930505315
8436197497,1414,60,1,2297312518891516811
13563144037,57,5,0,2297288329627816436
4473438633,15408,73,4,2297287132741883468
1682876695,2042,94,6,2297177601193542191
324825469,806,105,11,2297082226672280446
15973827087,79,25,2,2297051767753931598
12594345270,1018,150,47,2296448394875673766
10843835917,267,27,0,2295741630466036846
6484475499,83,15,0,2297925717010572906
8502373869,425,38,2,2297401931084945108
7622628623,978,40,5,2297239079649407373
3125558825,30827,173,2,2297225404826122324
7757041362,539,13,1,2297102270360614483
25613541456,318,4,1,2296670835274175233
21475577604,84,14,0,2295977051911281775
3821761231,251,9,0,2295891776359097642
419419952,295,34,3,2295763747475813461
31865045119,568,110,0,2295739075742467371
6047278902,151,34,10,2295198541450286242
356298253,82,3,0,2295124863065039139
23308315308,380,40,0,2295017488353445745
33411738045,175,30,0,2294590554167458226
16825889562,66,4,0,2298139585232646625
1355324365,88,2,0,2298137202556932330
3797881083,919,6,1,2298137017093168217
204338601,49572,950,8,2298121852219608612
4296575688,236,18,6,2298059208510582510
28590655568,3262,203,41,2298020825284833612
3054005069,803,14,0,2297322397048277866
34209659547,10,5,0,2297144118358303495
34209659547,10,4,0,2297143322438699248
34209659547,10,7,0,2297142185706663922
33780801477,13,0,0,2298143436334478278
4282192458,103,22,0,2297933797596253280
21206168920,97,6,0,2297884041431404885
18406588026,59,5,0,2297342444345503146
291673965,192,10,2,2296935096710548197
25303377,433,45,1,2295900804925493026
16478322237,100,18,0,2295595261027037384
33517040136,63,16,0,2294868739617643605
21485183175,684,260,26,2297163157151751295
2114287509,21429,621,14,2297041567170865519
34338809899,452,6,0,2298143857753697047
13149863,1137,27,0,2298143843592974816
8168204865,748,2,0,2298143738080552453
3878995903,702,5,0,2298143394767534001
36518806,350,2,0,2298143320504593854
1470161201,358,52,3,2298120841594224232
33251403554,188,57,0,2297894401782074015
10209383671,4168,377,15,2297775252006932704
7622628623,978,44,9,2291507722766814449
232968234,1782,61,8,2294241120795224737
232968234,1782,73,11,2293067357160385474
232968234,1782,50,5,2292402581929412759
9204914469,143,11,0,2294465903513209225
33172359052,15,81,3,2294278416218992884
32411471640,203,30,0,2294030987515336720
24178085573,568,6,0,2293776066778905642
3075069001,21495,203,13,2293764722636202374
30769031277,150,10,0,2293744273307689925
14058395141,96,3,0,2293695836142892665
34127108739,7,2,0,2293346155106272500
33655398815,294,3,0,2293100917849703159
8908484822,1373,22,0,2293089805493746109
34095892279,17,3,0,2292841983491971979
18178924016,12088,286,2,2292745734197646027
18178924016,12088,96,2,2291294514283129108
18178924016,12088,155,0,2289807159827230195
33878685872,85,3,0,2292659122315075758
883848611,323,14,0,2292598215307199976
33054814540,103,16,0,2292300282477714300
28962650,1158,23,0,2292270358661256598
30337968901,1183,33,0,2292058845244430733
508352970,4684,170,3,2291642320757933742
3239399295,78,9,1,2291535011763807823
1271469592,5774,83,2,2291286300558419665
1271469592,5774,105,4,2290573590304705360
1143615249,504,45,3,2290975679573913017
12352957707,501,134,41,2289803304027745530
39601824,718,3,0,2290892228066581579
32424913818,152,16,0,2290108564173038314
4307576598,680,111,2,2290044620792195747
4729530296,1050,8,0,2298067040107660840
4729530296,1050,33,1,2297719504196891769
4729530296,1050,40,0,2297715200991978434
15940558809,193,6,0,2297867176126083834
21561558211,175,6,0,2297575189084681312
5755265886,521,28,1,2297239568965409312
32754851398,229,165,33,2297043869191052026
33780801477,13,1,0,2298143669361730418
4703705275,167,1,0,2294215982880506910
31485412069,692,35,10,2293767568932136353
11367338063,85,1,0,2293019437280215148
6617731624,5234,123,2,2292775951171717491
1264819415,1271,21,0,2292302174769850725
9744902868,2033,30,0,2292137315235365617
19371174366,50,14,2,2291514359448240874
5445568130,80,22,2,2290644861329941838
3212604811,3436,310,4,2289833759692079275
2263581501,171,1,0,2297724611506387735
3695447404,2009,47,2,2297632402435212351
1524325793,526,12,0,2297377448470181716
1524325793,526,26,2,2297045654595987946
32811099669,2,3,0,2297354735685917106
32811099669,2,3,0,2296660285366316662
32952739202,5,3,2,2297310251166155901
32952739202,5,2,1,2297310179661568757
32952739202,5,2,1,2297310077521860815
32952739202,5,2,1,2296784009635318136
32952739202,5,2,1,2296781100600451120
32952739202,5,2,1,2291269656907826506
32952739202,5,2,1,2291269605074496836
32952739202,5,2,1,2291269552259817696
32952739202,5,2,1,2291269193898601365
32952739202,5,2,1,2291268812636346869
32952739202,5,2,1,2291268254844093947
32952739202,5,2,1,2291266988533416349
32952739202,5,2,1,2291266947479762375
32952739202,5,2,1,2291266886200933227
32952739202,5,2,1,2280107160108885174
32952739202,5,2,1,2280107120002916245
32952739202,5,2,1,2280107062893353395
32952739202,5,2,1,2280107001782367054
32952739202,5,2,1,2280106878251738735
32952739202,5,2,1,2280106814053680279
32952739202,5,2,1,2280106752221156390
32952739202,5,2,1,2280106669861850001
8196537208,16,1,1,2297288623438238474
11872256197,130,29,1,2297216628334773154
32897106874,60,20,0,2297159540368293308
11621459385,1280,81,24,2296856306316643021
26753685497,351,53,2,2296778423510315083
20915635515,20,7,0,2296756951784306174
1020966617,16263,80,2,2296751065976165039
32346152071,108,16,0,2296718340792500549
33854996496,215,16,2,2296665513626844665
8145892179,82,2,0,2296640285869160482
5915104191,247,51,0,2296620167663526705
32884705438,38,2,0,2296462465433038984
16921090117,563,8,0,2296456750750912363
429588636,11561,22,0,2296447338071075200
33272716485,9,10,2,2296376834830628839
8471292630,1307,11,0,2296349754331906936
3266205014,454,1,0,2296256195541671965
699384894,509,11,0,2296237543513732470
1452194234,783,8,1,2297891690618306697
1452194234,783,16,2,2297824278623578069
6247461534,404,40,2,2297387721647370712
7904437468,307,36,2,2297202373592565166
33725953619,31,9,7,2297857429261918108
230447559,997,35,21,2297524949912154441
3595543327,2417,141,8,2296795940767609924
3974110274,461,59,1,2296720897698124696
13394081319,201,16,0,2296638041665734570
13394081319,201,35,0,2296396466230466085
6775259362,229,32,9,2296597091986999037
34215592347,30,10,2,2296450288747599525
18780836758,389,56,3,2296297836710285430
14568333952,5138,77,1,2297505118966231964
32032239102,222,11,0,2297267167811731682
1452194234,783,9,1,2297080376337666944
1452194234,783,5,0,2293968755126071063
1452194234,783,12,2,2293118887448979019
1452194234,783,17,0,2291510522566195983
6276850558,121,31,1,2297839850923790341
28471643619,65,11,0,2297048841898993806
28471643619,65,4,0,2297766382044797775
28471643619,65,17,0,2291255321061779024
10561626856,715,68,0,2297383365752132270
5885283756,92,14,0,2297091864912642165
5730981167,100,18,0,2297003088963265264
5730981167,100,12,0,2295568479004132025
5730981167,100,20,0,2294106262665402032
31706768001,19,8,0,2296648995804005440
7341769608,107,9,0,2296646405435421746
1973884716,290,29,1,2296390851073011694
32466629196,29,12,2,2296027852180324148
5549635668,96,24,2,2295989400948389395
6756726267,114,10,0,2295954348135773161
4331165009,53,4,1,2295856417462791798
2947134103,81,11,0,2295852853764022909
2021609039,166,15,0,2295832385920528412
4539772097,258,21,2,2295777767232372468
3038022345,79,12,0,2295751207213974698
2352666739,139,4,0,2295413792159025698
27300207062,45,12,1,2295262825735617290
3894013923,567,93,6,2295209168950399458
30640465466,51,6,0,2295141622748346603
30433692962,166,20,1,2295093366056625254
3955177241,884,26,4,2295011874009079562
1269159,176,17,0,2294934252784190128
8441118926,1082,14,0,2294901941183951230
5859817711,79,16,0,2294419530482211690
32521572071,21,3,0,2294373428981346214
33633546833,143,32,6,2294344992080029302
26552268260,1529,401,14,2294236834854813565
10375041187,46,10,2,2293893803390431060
29461865074,290,39,1,2293697258885066710
8623637630,1332,20,0,2293595236903660344
1317951540,550,88,3,2293503230070874961
1317951540,550,67,2,2292882948092099454
2018714802,349,19,0,2293103687341368868
1349784621,89,7,1,2293088487954853179
17311510139,63,7,0,2292800465972372881
31701281825,9,7,0,2291650449302194546
33458728954,28,7,2,2291290489887990913
6376555420,895,140,24,2296655075154060520
6376555420,895,110,15,2291514516181552078
11103621218,497,16,0,2296363374447494150
30102864805,219,43,2,2295917371544957710
28262351112,213,28,0,2295567823082665006
28262351112,213,16,0,2292348357289163348
13050949859,85,17,0,2295131491423182171
20211350370,615,57,0,2294945523281241929
31692683096,790,42,2,2294357135856607299
33854000509,50,6,1,2293868839490018101
28465917206,48,20,0,2293423371513850230
27642029027,240,28,3,2292953844689553681
32193832276,75,14,0,2289707302450012346
1562825518,3001,37,5,2298027494982600892
2338529715,974,13,2,2297922087182885429
2338529715,974,20,6,2296453819695857947
6122853032,1067,77,0,2297911118515294158
8567631028,799,65,2,2297889122872016471
8163740039,40728,422,3,2297852552525853160
8163740039,40728,397,2,2297837258273143076
8163740039,40728,424,6,2297810349573268851
8163740039,40728,358,1,2297797047237343430
8163740039,40728,620,5,2297770456834675494
8163740039,40728,415,1,2297204056059686357
8163740039,40728,357,1,2297188762293430164
8163740039,40728,543,8,2297173546893834209
8163740039,40728,657,13,2297160666722936528
8163740039,40728,534,0,2297113975110074441
8163740039,40728,397,2,2297868347628768418
8163740039,40728,376,0,2296452931543061747
8163740039,40728,538,4,2296439407001393019
4484114606,1132,30,0,2297866439052680771
3825575017,3845,78,0,2297865673885760467
8675849660,2198,118,8,2297863763589918558
15432805186,640,24,0,2297751046854579927
15432805186,640,32,0,2297301596688515581
15432805186,640,21,2,2297023380744660448
15432805186,640,29,0,2296593735805109330
15432805186,640,32,1,2297831315800552757
32947397636,504,12,0,2297590251525534827
32947397636,504,10,0,2297580770905535677
32947397636,504,12,0,2297545373345320895
32947397636,504,20,0,2296717683989999698
21888583298,2675,372,4,2297164891502822046
21888583298,2675,215,1,2296775633206022773
21888583298,2675,147,4,2297520636698258816
21888583298,2675,194,0,2296535464448318073
10155301669,2901,104,2,2297390493929882561
10155301669,2901,94,0,2297427396490172300
10154560075,51,12,0,2297214863758252710
3113982321,1860,36,0,2297181633251885888
3113982321,1860,68,1,2297096762810547962
3113982321,1860,39,1,2296616009404271401
3113982321,1860,34,0,2296615672375228346
3113982321,1860,34,0,2296613279843575002
3073867379,42997,1049,5,2297155258908408527
18411624875,1573,95,0,2297103057538198985
2300259253,810,74,1,2296584086984359224
7808136765,1751,29,11,2297915083684223858
5554198335,1933,56,0,2297866026408675630
10000057197,1658,69,0,2297852779874331951
9288310038,754,103,12,2297518608309086192
6672963521,997,20,0,2297182272765813836
6672963521,997,26,2,2297182083795519384
6672963521,997,26,1,2297181944637008909
6672963521,997,23,1,2296614974057122197
6672963521,997,16,0,2296614733597776780
6672963521,997,17,0,2296614516014044288
6672963521,997,21,0,2296614260891389185
25546966545,2177,235,1,2296721974402836921
27052659875,348,38,0,2296424934288549907
7554806628,1560,139,15,2296357103121783296
12905171435,1042,84,3,2247322314441854701
438783027,8187,8,2,2298141737439685631
7440884,912,33,4,2298139620783484161
590905987,362,6,0,2298134258886049409
41515731,3330,246,13,2298134653805448596
25393050282,40,1,0,2298132213416103176
11159257,452,2,0,2298131801293875814
26293590856,81,6,1,2298124343091638945
24710431,1231,32,3,2298111887534898502
10377131581,105,2,0,2298114996226604465
185358005,652,17,0,2298110484413273877
220894471,87,6,0,2298108924444239924
30795175,403,10,0,2298103897032870596
321942435,96,5,0,2298098872534592284
6195629191,1479,41,0,2298086380689641805
6429643965,351,5,0,2298078187250060681
191004843,538,13,3,2298074932721297838
11376505854,647,62,0,2298064893395274600
31774386846,224,7,0,2298052655815127642
1288854365,310,11,0,2298052193947317642
327204898,621,16,1,2298046600784999182
327204898,621,4,4,2298020383692250552
206923606,2352,42,4,2298034921636551018
4301972838,1038,53,1,2298032949601701258
1800988470,496,18,1,2298008814912589679
207115547,578,23,2,2297996167358010258
180537030,7706,451,8,2297986342553378380
2583633967,687,19,0,2292965949778135214
3350813,774,11,7,2297980225354271502
25459219393,154,10,1,2297975908207552551
1444501948,670,16,0,2297974364392902990
4402134179,735,28,21,2297934078286037853
1211240078,8738,116,0,2297910142603082149
7845269167,361,6,2,2297901219372185971
1457722024,14399,10,5,2297849250779181211
280597945,4685,48,2,2297843191100986408
4727784655,4632,32,0,2297822510548207658
34363270394,13,9,1,2297728919250383048
1907823765,1171,126,0,2297724865563593490
554569165,288,29,1,2297682147695120565
5554198335,1933,54,0,2296373142375270701
5554198335,1933,72,0,2296372948145427115
1299078086,4563,44,0,2296423825531116200
3926513871,4848,47,8,2296282277283629690
33731908308,56,8,0,2297697478830967850
33731908308,56,9,0,2298141290476722029
23387068051,79,11,7,2298132288058138343
1316113976,993,127,1,2298121373423703069
10748821490,217,7,0,2298115434473102055
314388617,18862,76,8,2298107677820576448
13774181039,1168,11,0,2298077987249023328
11657981128,238,22,9,2298048201943865211
8545019552,1214,41,0,2298023217750010953
14069095629,230,21,2,2297983908094362401
18754615141,92,8,0,2297945038583210965
24787783348,109,4,0,2297872767167341873
5010980457,177,8,0,2297786862587539830
34369587452,10,2,0,2297689473575573225
34369587452,10,4,0,2297676244514418647
34369587452,10,2,0,2297672129910535834
8426176684,,8,0,2298144505553873944
5817719798,,1,0,2298140344686880783
34144847685,,3,0,2298139681995343693
20188436,6492,45,10,2297645580401546142
12802081594,87,2,0,2297631442971471517
176126898,4312,686,44,2297627727437899242
24961798633,46,2,0,2297619314680179937
23053636145,29,0,0,2298144652110607997
8944365498,160,13,1,2298144727409236720
12425865900,8,8,1,2298144710637842310
1286710596,31050,490,26,2298144694943479867
21683273111,2506,44,0,2298144681673753493
25804461656,1548,21,1,2298144678637641907
34098261312,58,4,0,2298144645333722139
3152252515,340,2,0,2298144642692241455
3125223763,34006,4,0,2298143995963345253
3125223763,34006,132,1,2298144621174527895
8489843600,13255,158,2,2298144563235108891
30643691833,402,17,2,2298144557747181137
15290932111,64,10,4,2298144533053595023
9032444269,234,1,0,2298144036874072061
9032444269,234,4,0,2298144456640022487
25315084,407,4,0,2298144439502917950
19961502219,1834,9,0,2298144373098858920
29423496124,338,7,0,2298144356497190905
30121451039,40,0,0,2298144321172837662
29148892876,1170,22,0,2298144295294430107
28970286041,722,39,1,2298144240095562179
8172212096,20084,75,1,2298144228345573143
4965659612,29,2,0,2298144177224757760
19051914952,1630,4,0,2298143925247737346
19051914952,1630,53,1,2298144179020061427
2302499644,1620,23,0,2298138758343634637
16960935291,35,7,0,2298144120206354776
16872284791,123,2,0,2298143564771508815
32074116016,109,9,1,2298144115358313020
9449183875,462,6,0,2298144050446050728
8572186758,187,1,0,2298143908806225417
13621700846,404,7,0,2298143993212707532
8278646784,380,5,0,2298143982162636030
1365674711,887,46,9,2298143965142301611
26883247180,58,19,1,2298143917547508896
2067313293,169,11,0,2298143860276266616
13106822505,440,8,0,2298143161741279445
34156519595,27,12,1,2298143798461967199
22748297217,16,4,5,2298143377849115317
9361276966,334,14,0,2297659493428565343
9361276966,334,17,0,2297638446327277072
26090418026,246,23,8,2297639272200917163
2156104198,144,18,5,2296835648939735074
19262723385,43,6,0,2298144708751544919
6204962496,7065,91,2,2298144674702855964
13477919185,144,8,2,2298144018636422919
33988547496,69,5,1,2298144530092196824
4150214235,5194,4,0,2298144367460569703
33976878804,18,10,0,2298144213748310969
443353267,263,23,3,2298144148259459508
55569958,707,7,0,2298144060237832092
32946604480,342,19,0,2298143997002984010
30339929437,1069,20,12,2298143493937221319
10634938472,319,6,0,2298143812202835819
26244999137,,2,1,2298142036215527157
8948302009,189,8,0,2298143712552865473
4347557,401,10,0,2298143694929108017
